Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature
She Wolf,She Wolf (Expanded Edition),Shakira,2009,188866,73,0.285,0.865,0.69,0.0162,0.225,-7.448,0.0443,121.983,4
Try Everything,Zootopia,Michael Giacchino,2016-02-12,196853,70,0.0257,0.705,0.609,0.0,0.0846,-4.897,0.0307,115.474,4
Addicted to You,Sale el Sol,Shakira,2010-10-19,147480,69,0.0407,0.891,0.809,0.136,0.0743,-5.753,0.0756,126.023,4
Can't Remember to Forget You (feat. Rihanna),Shakira. (Expanded Edition),Shakira,2014-03-14,206866,72,0.122,0.694,0.81,0.0,0.141,-3.556,0.0661,137.968,4
Donde Estas Corazon,Pies Descalzos,Shakira,1995-10-06,231693,66,0.0635,0.743,0.78,0.0,0.126,-9.212,0.0722,109.044,4
Clandestino,Clandestino,Shakira,2018-06-08,231920,68,0.39,0.766,0.822,3.37e-05,0.349,-4.126,0.16,165.842,4
Tutu - Remix,Por Primera Vez,Camilo,2020-04-17,165820,64,0.411,0.728,0.802,0.0,0.102,-2.409,0.0457,77.01,4
"Suerte (Whenever, Wherever)",Laundry Service,Shakira,2001-11-13,194106,67,0.179,0.768,0.845,0.0,0.209,-4.767,0.0337,108.977,4
Loba,She Wolf (Expanded Edition),Shakira,2009,189200,69,0.403,0.853,0.706,0.046,0.0751,-7.598,0.0451,121.991,4
No (feat. Gustavo Cerati),"Fijación Oral, Vol. 1",Shakira,2005-06-03,285040,66,0.841,0.72,0.302,0.00451,0.109,-12.02,0.0324,131.989,4
Don't Wait Up,Don't Wait Up,Shakira,2021-07-16,204043,66,0.344,0.916,0.552,0.000722,0.0566,-5.051,0.0546,118.981,4
Me Enamoré,El Dorado,Shakira,2017-05-26,226893,68,0.193,0.74,0.879,8.25e-05,0.0928,-2.251,0.105,103.71,4
La La La (Brazil 2014) (feat. Carlinhos Brown),"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",Various Artists,2014-05-09,197680,73,0.179,0.783,0.806,0.000113,0.341,-5.449,0.0763,127.98,4
Loca (feat. El Cata),Sale el Sol,Shakira,2010-10-19,183693,69,0.342,0.8,0.692,1.92e-06,0.0554,-5.57,0.0614,112.002,4
Ojos Así,Donde Estan Los Ladrones,Shakira,1998-09-29,235733,67,0.15,0.717,0.952,0.0,0.166,-4.902,0.0481,126.993,4
Underneath Your Clothes,Laundry Service,Shakira,2001-11-13,224066,66,0.691,0.616,0.597,0.0,0.104,-5.328,0.0415,165.508,4
Amarillo,El Dorado,Shakira,2017-05-26,219640,61,0.464,0.833,0.78,1.09e-06,0.146,-3.153,0.0351,130.926,4
Antes de las Seis,Sale el Sol,Shakira,2010-10-19,174533,63,0.457,0.75,0.46,0.0,0.0996,-7.932,0.0334,130.078,4
Beautiful Liar,B'Day Deluxe Edition,Beyoncé,2007-05-29,199853,66,0.00554,0.764,0.751,0.000237,0.164,-3.74,0.0703,91.977,4
Que Me Quedes Tú,Laundry Service,Shakira,2001-11-13,287333,62,0.274,0.765,0.51,7.14e-05,0.276,-8.314,0.0271,113.023,4
Ay Haiti!,Ay Haiti!,Various Artists,2010-04-02,311346,64,0.272,0.673,0.753,0.0,0.071,-5.002,0.119,120.057,4
Sale el Sol,Sale el Sol,Shakira,2010-10-19,200133,62,0.155,0.698,0.686,0.0,0.103,-5.925,0.0293,119.006,4
Un Poco de Amor,Pies Descalzos,Shakira,1995-10-06,241466,58,0.0792,0.82,0.743,7.41e-06,0.0544,-9.947,0.0412,101.451,4
"Te Aviso, Te Anuncio (Tango)",Laundry Service,Shakira,2001-11-13,223200,61,0.0174,0.601,0.897,7.61e-06,0.0299,-5.423,0.0495,179.356,4
Kiss It Better,ANTI (Deluxe),Rihanna,2016-01-28,253080,77,0.272,0.619,0.806,0.0,0.0671,-4.8,0.0483,95.0,4
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,275986,83,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,4
We Found Love,Talk That Talk,Rihanna,2011-11-18,215226,80,0.025,0.734,0.766,0.00138,0.108,-4.485,0.0383,127.986,4
Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,267080,81,0.0336,0.835,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,4
Where Have You Been,Talk That Talk,Rihanna,2011-11-18,242680,75,0.00201,0.719,0.847,0.0204,0.221,-6.34,0.0916,127.963,4
Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,224000,85,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3
Stay,Unapologetic (Deluxe),Rihanna,2012-12-11,240706,80,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.893,4
Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,82,0.11,0.671,0.314,0.0,0.0825,-8.091,0.244,110.898,4
Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,229413,77,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,4
FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,78,0.875,0.582,0.272,0.0,0.13,-5.662,0.0501,205.846,4
Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,235493,80,0.112,0.789,0.706,1.71e-05,0.0586,-4.233,0.0429,125.911,4
Woo,ANTI (Deluxe),Rihanna,2016-01-28,235586,79,0.0546,0.42,0.466,0.00389,0.298,-5.298,0.0326,115.004,4
Pon de Replay,Music Of The Sun,Rihanna,2005-08-29,246960,80,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,4
Born Again,Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,2022-11-11,213333,77,0.475,0.465,0.26,0.0,0.138,-8.179,0.031,116.642,4
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,238626,79,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,4
S&M,Loud (Japan Version),Rihanna,2010-01-01,243600,79,0.0105,0.769,0.684,0.000125,0.0887,-5.019,0.0411,127.972,4
Consideration,ANTI (Deluxe),Rihanna,2016-01-28,161066,74,0.0392,0.883,0.584,4.39e-06,0.0869,-2.102,0.0465,144.975,4
Hate That I Love You,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,218946,72,0.323,0.637,0.73,0.0,0.0981,-5.38,0.0874,93.867,4
California King Bed,Loud (Japan Version),Rihanna,2010-01-01,251600,71,0.25,0.452,0.571,0.0,0.114,-3.992,0.0359,169.899,4
Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,76,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
Take Care,Take Care (Deluxe),Drake,2011-11-15,277386,76,0.0267,0.629,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,4
Rude Boy,Rated R,Rihanna,2009-11-20,222920,76,0.113,0.563,0.75,0.0,0.0788,-4.496,0.127,173.906,4
SOS,A Girl Like Me,Rihanna,2006-04-10,238920,75,0.004,0.677,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,4
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,2017-04-14,227360,74,0.0265,0.658,0.535,0.0,0.2,-8.983,0.0573,110.684,4
Too Good,Views,Drake,2016-05-06,263373,75,0.0489,0.794,0.653,4.88e-05,0.1,-7.839,0.104,117.996,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,2017-06-22,204173,74,0.0329,0.671,0.672,0.0,0.118,-3.094,0.0688,97.979,4
Unfaithful,A Girl Like Me,Rihanna,2006-04-10,226973,72,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,4
Loveeeeeee Song,Unapologetic (Deluxe),Rihanna,2012-12-11,256320,73,0.508,0.71,0.598,0.0,0.0971,-7.598,0.0319,119.981,4
Live Your Life,Paper Trail,T.I.,2008-09-07,338853,76,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,4
Desperado,ANTI (Deluxe),Rihanna,2016-01-28,186466,73,0.323,0.685,0.61,0.0,0.102,-5.221,0.0439,94.384,3
Princess of China,Mylo Xyloto,Coldplay,2011-10-24,239215,70,0.00385,0.42,0.69,0.015,0.287,-6.221,0.0347,85.014,4
What's My Name?,Loud (Japan Version),Rihanna,2010-01-01,263173,71,0.182,0.689,0.784,0.0,0.0843,-2.972,0.074,99.954,4
BELIEVE IT,PARTYMOBILE,PARTYNEXTDOOR,2020-03-27,183219,70,0.0902,0.43,0.7,0.0,0.216,-5.35,0.264,158.373,4
Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,2015-03-26,219305,73,0.0509,0.781,0.728,1.94e-06,0.257,-4.981,0.0621,102.99,4
You Da One,Talk That Talk,Rihanna,2011-11-19,200013,69,0.503,0.702,0.715,2.44e-05,0.126,-5.377,0.0425,127.05,4
Te Amo,Rated R,Rihanna,2009-11-20,208426,70,0.541,0.567,0.707,0.000176,0.1,-5.455,0.0818,171.917,4
Shut Up And Drive,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,212280,70,0.00101,0.735,0.826,0.129,0.197,-4.902,0.0349,132.964,4
Man Down,Loud,Rihanna,2010-11-16,267000,69,0.0436,0.47,0.904,0.0,0.0491,-4.024,0.177,155.788,4
Pour It Up,Unapologetic (Deluxe),Rihanna,2012-12-11,161200,69,0.0254,0.785,0.478,0.0,0.0901,-8.735,0.0419,134.002,4
"Dancing In The Dark - From The ""Home"" Soundtrack",Home (Original Motion Picture Soundtrack),Various Artists,2015-03-23,223040,65,0.177,0.795,0.75,0.0,0.0875,-3.604,0.0526,115.005,4
Love The Way You Lie (Part II) - Pt. 2,Loud,Rihanna,2010-11-16,296226,67,0.3,0.469,0.833,0.0,0.056,-4.487,0.165,166.526,4
Russian Roulette,Rated R,Rihanna,2009-11-20,227533,66,0.046,0.48,0.486,0.0,0.107,-5.754,0.0447,80.051,4
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,220433,83,0.0374,0.583,0.67,0.0001,0.126,-7.289,0.0646,140.061,4
Midnight Rain,Midnights,Taylor Swift,2022-10-21,174782,89,0.69,0.643,0.363,5.17e-05,0.115,-11.738,0.0767,139.865,4
Lavender Haze,Midnights,Taylor Swift,2022-10-21,202395,89,0.258,0.733,0.436,0.000573,0.157,-10.489,0.08,96.985,4
Style,1989,Taylor Swift,2014-10-27,231000,75,0.00253,0.598,0.786,0.0016,0.117,-5.572,0.0383,95.019,4
Don’t Blame Me,reputation,Taylor Swift,2017-11-10,236413,87,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,4
Bejeweled,Midnights,Taylor Swift,2022-10-21,194165,86,0.0618,0.696,0.559,5.58e-05,0.0887,-9.19,0.0693,163.999,4
Cruel Summer,Lover,Taylor Swift,2019-08-23,178426,84,0.117,0.552,0.702,2.06e-05,0.105,-5.707,0.157,169.994,4
august,folklore,Taylor Swift,2020-07-24,261922,84,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,4
Love Story (Taylor’s Version),Love Story (Taylor’s Version),Taylor Swift,2021-02-12,235766,76,0.135,0.626,0.79,3.97e-06,0.0989,-4.302,0.0311,119.082,4
I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,219760,71,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,4
Maroon,Midnights,Taylor Swift,2022-10-21,218270,86,0.0573,0.637,0.398,1.03e-06,0.101,-8.294,0.0564,108.075,4
Enchanted,Speak Now,Taylor Swift,2010-10-25,352186,74,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,4
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,613026,83,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,4
Karma,Midnights,Taylor Swift,2022-10-21,204852,86,0.0734,0.642,0.62,0.0,0.483,-7.091,0.0666,90.02,4
Delicate,reputation,Taylor Swift,2017-11-10,232253,79,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4
"You're On Your Own, Kid",Midnights,Taylor Swift,2022-10-21,194206,86,0.401,0.696,0.396,5.2e-06,0.125,-10.289,0.0656,120.041,4
Shake It Off,1989,Taylor Swift,2014-10-27,219200,74,0.0561,0.647,0.785,0.0,0.148,-5.414,0.165,160.015,4
You Belong With Me (Taylor’s Version),Fearless (Taylor’s Version): The I Remember What You Said Last Night Chapter,Taylor Swift,2021-05-24,231124,70,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,4
We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,193146,69,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,4
Bad Blood,1989,Taylor Swift,2014-10-27,211933,69,0.0871,0.65,0.802,6.54e-06,0.148,-6.114,0.181,170.146,4
cardigan,folklore,Taylor Swift,2020-07-24,239560,84,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,4
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,2022-10-21,256124,87,0.69,0.663,0.319,0.000993,0.117,-13.481,0.0375,109.957,4
Question...?,Midnights,Taylor Swift,2022-10-21,210556,82,0.2,0.751,0.502,0.0,0.296,-8.763,0.167,108.943,4
Vigilante Shit,Midnights,Taylor Swift,2022-10-21,164801,84,0.173,0.798,0.277,5.25e-05,0.121,-11.096,0.39,79.846,4
Wildest Dreams,1989,Taylor Swift,2014-10-27,220440,74,0.0702,0.554,0.666,0.00593,0.106,-7.414,0.0747,140.056,4
"Would've, Could've, Should've",Midnights (3am Edition),Taylor Swift,2022-10-22,260361,84,0.43,0.483,0.84,0.000575,0.146,-6.508,0.119,157.979,4
Mastermind,Midnights,Taylor Swift,2022-10-21,191039,81,0.553,0.662,0.357,0.00129,0.0837,-14.064,0.154,125.966,4
Paper Rings,Lover,Taylor Swift,2019-08-23,222400,82,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,4
Getaway Car,reputation,Taylor Swift,2017-11-10,233626,80,0.00465,0.562,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,4
The Great War,Midnights (3am Edition),Taylor Swift,2022-10-22,240355,85,0.219,0.573,0.741,2.23e-05,0.0842,-8.987,0.0353,96.016,4
Labyrinth,Midnights,Taylor Swift,2022-10-21,247962,81,0.785,0.406,0.306,0.488,0.122,-15.48,0.0517,110.014,4
willow,evermore,Taylor Swift,2020-12-11,214706,78,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,4
22 (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,230960,67,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,4
Sweet Nothing,Midnights,Taylor Swift,2022-10-21,188496,81,0.964,0.337,0.156,7.72e-05,0.115,-14.919,0.0518,176.655,4
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,2021-04-07,277591,72,0.167,0.661,0.819,0.0,0.0647,-6.269,0.0519,135.937,4
champagne problems,evermore,Taylor Swift,2020-12-11,244000,79,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,4
Bigger Than The Whole Sky,Midnights (3am Edition),Taylor Swift,2022-10-22,218502,83,0.826,0.422,0.235,0.00648,0.115,-12.379,0.0568,165.71,4
The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,243136,81,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,4
Paris,Midnights (3am Edition),Taylor Swift,2022-10-22,196258,82,0.112,0.7,0.509,3.27e-05,0.137,-10.547,0.0789,110.947,4
Gorgeous,reputation,Taylor Swift,2017-11-10,209680,79,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,4
This Love (Taylor’s Version),This Love (Taylor’s Version),Taylor Swift,2022-05-06,250100,76,0.302,0.47,0.494,0.0,0.0672,-8.672,0.0349,144.039,4
Red,Red,Taylor Swift,2012-10-22,220826,61,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4
New Romantics,1989 (Deluxe Edition),Taylor Swift,2014-10-27,230466,69,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,4
The Man,Lover,Taylor Swift,2019-08-23,190360,79,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,4
exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,285634,79,0.778,0.298,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,4
the 1,folklore,Taylor Swift,2020-07-24,210251,76,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.883,4
Lover,Lover,Taylor Swift,2019-08-23,221306,85,0.492,0.359,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,4
High Infidelity,Midnights (3am Edition),Taylor Swift,2022-10-22,231475,81,0.723,0.646,0.529,0.0,0.0885,-10.179,0.0864,87.862,4
I Wish You Would,1989,Taylor Swift,2014-10-27,207440,57,0.016,0.648,0.898,9.91e-05,0.109,-5.963,0.0513,118.02,4
Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,79,0.204,0.766,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4
End Game,reputation,Taylor Swift,2017-11-10,244826,74,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.073,4
Welcome To New York,1989,Taylor Swift,2014-10-27,212600,63,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.024,4
You Need To Calm Down,Lover,Taylor Swift,2019-08-23,171360,77,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,4
Glitch,Midnights (3am Edition),Taylor Swift,2022-10-22,148781,80,0.361,0.675,0.466,0.0,0.11,-9.738,0.201,140.864,4
Dear Reader,Midnights (3am Edition),Taylor Swift,2022-10-22,225194,80,0.481,0.562,0.388,0.00145,0.117,-12.088,0.0705,107.747,4
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,225960,73,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,4
Out Of The Woods,1989,Taylor Swift,2014-10-27,235800,65,0.00103,0.552,0.842,1.17e-05,0.337,-6.938,0.0373,91.991,4
Back To December,Speak Now,Taylor Swift,2010-10-25,293026,70,0.117,0.529,0.67,0.0,0.334,-4.663,0.0303,141.893,4
Nothing New,Taylor Swift,2021-11-12,258812,75,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,4
my tears ricochet,folklore,Taylor Swift,2020-07-24,255893,76,0.806,0.456,0.263,0.0,0.0749,-10.63,0.0332,129.86,4
All Too Well,Red (Deluxe Edition),Taylor Swift,2012-10-22,327893,61,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,4
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,285106,74,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,3
Last Kiss,Speak Now,Taylor Swift,2010-10-25,367133,61,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,1
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,240226,71,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,4
Cornelia Street,Lover,Taylor Swift,2019-08-23,287266,74,0.781,0.824,0.624,0.000189,0.1,-9.728,0.0827,102.012,4
invisible string,folklore,Taylor Swift,2020-07-24,252880,71,0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,4
betty,folklore,Taylor Swift,2020-07-24,294521,71,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,4
Mine,Speak Now,Taylor Swift,2010-10-25,230706,66,0.00265,0.624,0.757,1.87e-06,0.189,-2.94,0.0296,121.07,4
Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,297013,60,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,4
"no body, no crime (feat. HAIM)",evermore,Taylor Swift,2020-12-11,215626,68,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,4
‘tis the damn season,evermore,Taylor Swift,2020-12-11,229840,68,0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,4
Mean,Speak Now,Taylor Swift,2010-10-25,237733,66,0.452,0.568,0.761,0.0,0.217,-3.987,0.0459,163.974,4
evermore (feat. Bon Iver),evermore,Taylor Swift,2020-12-11,304106,66,0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,5
Everything Has Changed,Red,Taylor Swift,2012-10-22,243933,57,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,4
ME!,Lover,Taylor Swift,2019-08-23,193000,76,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,4
I Did Something Bad,reputation,Taylor Swift,2017-11-10,238253,76,0.0679,0.696,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,4
Love Story (Taylor's Version) - Elvira Remix,Love Story (Taylor's Version) [Elvira Remix],Taylor Swift,2021-03-23,211857,60,0.00215,0.669,0.56,3.23e-05,0.264,-8.285,0.0352,123.068,4
I Forgot That You Existed,Lover,Taylor Swift,2019-08-23,170640,72,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,4
Call It What You Want,reputation,Taylor Swift,2017-11-10,203506,74,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,4
I Don’t Wanna Live Forever (Fifty Shades Darker),Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,245653,65,0.0594,0.734,0.442,1.63e-05,0.213,-8.432,0.0557,117.967,4
London Boy,Lover,Taylor Swift,2019-08-23,190240,74,0.0246,0.695,0.71,0.000104,0.133,-6.639,0.05,157.925,4
The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,200280,73,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,4
right where you left me - bonus track,evermore (deluxe version),Taylor Swift,2021-01-07,245026,77,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,4
Begin Again,Red,Taylor Swift,2012-10-22,237613,57,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,4
Fearless,Fearless,Taylor Swift,2008-11-11,241986,56,0.04,0.594,0.712,0.0,0.309,-4.418,0.0273,99.972,4
Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,2019-08-23,234146,72,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,4
the last great american dynasty,folklore,Taylor Swift,2020-07-24,230999,70,0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,4
The Archer,Lover,Taylor Swift,2019-08-23,211240,72,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,4
Prens & Prenses,Prens & Prenses,Simge,2017-01-11,277002,63,0.676,0.348,0.463,1.93e-06,0.0864,-10.408,0.0378,163.805,4
Ne Güzel,Ne Güzel,Simge,2022-08-19,169263,59,0.518,0.438,0.589,0.0,0.149,-8.166,0.0671,94.46,4
Yankı,Yankı,Simge,2016-01-29,265964,62,0.00674,0.592,0.776,4.39e-06,0.437,-6.46,0.0398,90.963,4
Üzülmedin mi?,Ben Bazen,Simge,2018-06-01,303858,61,0.179,0.617,0.698,6.88e-06,0.183,-8.033,0.0848,91.018,4
Sevmek Yüzünden,Sevmek Yüzünden,Simge,2021-04-09,219554,57,0.117,0.556,0.649,0.0,0.466,-12.694,0.0522,115.04,4
Kısaca,Kısaca,Simge,2022-02-11,247061,55,0.4,0.481,0.484,0.0,0.152,-9.476,0.0386,74.96,4
Vicdanın Affetsin,Yeni Çıktı,Simge,2011-03-04,240280,48,0.43,0.497,0.575,0.0,0.056,-6.666,0.0318,139.987,4
Miş Miş,Miş Miş,Simge,2015-06-11,192967,51,0.241,0.641,0.872,0.0,0.369,-7.117,0.195,155.96,4
As Bayrakları,As Bayrakları,Simge,2019-08-23,191265,44,0.0479,0.668,0.792,0.0,0.327,-5.657,0.141,99.999,4
Ben Bazen,Ben Bazen,Simge,2018-06-01,218733,55,0.353,0.713,0.676,6.41e-06,0.389,-8.341,0.0661,122.965,4
Misafir,Yeni Çıktı,Simge,2011-03-04,203778,45,0.099,0.706,0.755,0.0,0.0753,-7.003,0.0642,97.986,4
Bip Bip - Bayraşa Mix,Bip Bip,Simge,2014-09-16,226563,47,0.199,0.7,0.79,0.0,0.058,-4.4,0.0458,104.992,4
Ne Zamandır,130 BPM Kreşendo,Ozan Doğulu,2019-06-17,198615,42,0.198,0.673,0.836,0.0,0.883,-4.948,0.0509,127.029,4
Yalnız Başına,Ben Bazen,Simge,2018-06-01,190036,49,0.235,0.573,0.687,0.0,0.0888,-8.944,0.0398,175.979,4
Kamera,Kamera,Simge,2016-06-15,216284,44,0.103,0.762,0.919,0.0,0.368,-6.624,0.0759,108.994,4
Zaten Aşığım,"Yıldız Tilbe'nin Yıldızlı Şarkıları, Vol. 2",Various Artists,2018-05-21,235725,39,0.0689,0.464,0.749,0.0,0.402,-5.766,0.266,183.906,4
Yanki - Dj Tarkan Remix Radio,Yanki (Dj Tarkan Remix),Simge,2020-10-01,258063,36,0.00615,0.546,0.65,0.000747,0.353,-8.818,0.0572,110.037,4
İster İnan İster İnanma,Ben Bazen,Simge,2018-06-01,242323,43,0.0358,0.622,0.859,0.0,0.9,-7.973,0.0851,121.025,4
Başı Dertte,Yeni Çıktı,Simge,2011-03-04,225512,33,0.00551,0.736,0.857,0.00103,0.569,-5.56,0.0688,127.93,4
Bi Gideni Mi Var,Piyanist,Sinan Akçıl,2020-02-21,280168,31,0.927,0.516,0.284,0.0,0.108,-9.157,0.0318,87.954,4
Ödeme Vakti,Yeni Çıktı,Simge,2011-03-04,264475,30,0.0389,0.734,0.952,0.136,0.332,-4.777,0.0467,128.004,4
Palavra,Yeni Çıktı,Simge,2011-03-04,222958,28,0.0163,0.702,0.83,0.764,0.201,-6.303,0.0392,126.981,4
Severek Öleceğim,Beyaz,Ebru Gündeş,2011-01-31,193880,56,0.203,0.448,0.543,0.0,0.195,-8.367,0.207,80.977,4
"Kızıl, Mavi",Evet,Ebru Gündeş,2008-09-25,186853,58,0.375,0.67,0.569,0.0,0.11,-7.288,0.152,126.975,4
Beyaz,Beyaz,Ebru Gündeş,2011-01-31,270602,55,0.578,0.278,0.629,0.0,0.115,-6.564,0.0847,173.65,1
Âşık,Âşık,Ebru Gündeş,2019-01-31,241001,53,0.438,0.387,0.643,0.0,0.371,-6.772,0.0527,123.756,5
Ben Olmayınca,Şahane,Ebru Gündeş,2003-07-02,232800,52,0.785,0.461,0.492,0.0,0.109,-8.178,0.059,82.093,4
Kim Bu Gözlerindeki Yabancı,Âşık,Ebru Gündeş,2019-01-31,207500,52,0.158,0.577,0.893,1.58e-05,0.0624,-5.717,0.0878,130.473,4
Seninle Çok İşim Var,Bize De Bu Yakışır,Ebru Gündeş,2004-11-28,239666,51,0.236,0.718,0.917,0.0,0.0608,-6.894,0.12,179.986,4
Çağırın Gelsin,Âşık,Ebru Gündeş,2019-01-31,296250,50,0.393,0.287,0.666,0.0,0.581,-5.548,0.0597,86.481,4
Hayat,Ebru Gündeş Söylüyor 1,Ebru Gündeş,2022-04-01,249041,47,0.19,0.538,0.59,0.0,0.108,-6.83,0.0364,112.057,4
